EffectsizeID,StudyID,Age,Name_year,Article_num,Sample_Num,Items_num,g,vg,Grey_Lit,Design,Students,Retention_Interval,Intentionality,Transfer_Retention,Simultaneity,ZMean_within,ZMean_between,ZMean_complex,ZMean_fam,ZMean_cur,Spaced,Regression_Analysis,Regression_Analysis_With_Outlier,Regression_Analysis_IndependentStudies,Regression_Analysis_Students,Regression_Analysis_Visual,Regression_Analysis_Artifical,Regression_Analysis_RetentionInterval,Regression_Analysis_Simultaneity,Regression_Analysis_Age,Regression_Analysis_Spacing,Regression_Analysis_TransferRetention
94,61,22.7,Metcalfe & Xu (2015),20,1,0,1.079264783,0.026121884,0,1,1,0,0,1,0,-1.168130854,-0.406830399,-0.150513056,0.091430714,-0.579280128,-1,0,0,0,0,0,1,0,1,0,1,1
95,62,20.57384615,Mitchel et al. (2008),1,1,1,0.869859055,0.171134232,0,0,1,0,0,0,0,2.112324991,2.078433943,0.968975383,-1.458176273,1.259242537,-1,0,0,0,0,0,0,0,1,1,1,1
96,63,20.57384615,Mitchel et al. (2008),1,2,1,0.764506687,0.056541674,0,1,1,0,0,0,0,2.112324991,2.078433943,0.968975383,-1.458176273,1.259242537,-1,0,0,0,0,0,0,0,1,1,1,1
97,64,20.57384615,Mitchel et al. (2008),1,3,1,0.419145372,0.024323505,0,1,1,0,0,0,0,2.112324991,2.078433943,0.968975383,-1.458176273,1.259242537,-1,0,0,0,0,0,0,0,1,1,1,1
98,65,20.57384615,Mitchel et al. (2008),1,4,1,0.732757492,0.05544674,0,1,1,0,0,0,0,2.112324991,2.078433943,0.968975383,-1.458176273,1.259242537,-1,0,0,0,0,0,0,0,1,1,1,1
99,66,20.57384615,Mitchel et al. (2008),34,1,1,0.546323704,0.04995412,0,1,1,0,0,0,0,2.112324991,2.0321645,0.959947936,-1.417059995,1.110426702,-1,0,0,0,0,0,0,0,1,1,1,1
100,67,30,Noh et al. (2016),19,1,1,-0.476841955,0.060910987,0,0,0,0,0,0,0,0.062610438,0.200254398,-2.768345392,-0.341230469,0.423276838,-1,1,0,1,1,1,1,0,1,1,1,1
101,68,30,Noh et al. (2016),19,2,1,0.348788927,0.059946215,0,0,0,0,0,0,0,0.152542886,0.462297808,-2.555388398,0.433009457,0.195740802,-1,1,0,1,1,1,1,0,1,1,1,1
102,69,34.44,Noh et al. (2016),19,3,1,-0.423883937,0.048390969,0,0,0,0,0,0,0,-0.110595151,0.383407678,-2.732474986,-0.036280119,0.134080246,-1,1,0,1,1,1,1,0,1,1,1,1
103,70,34.44,Noh et al. (2016),19,4,1,0.29138768,0.036575933,0,0,0,0,0,0,0,0.441814161,0.296986673,-2.268329604,-0.163900256,0.332795256,-1,1,0,1,1,1,1,0,1,1,1,1
104,71,12,Rau et al. (2010),2,1a,2,-0.586977854,0.075482226,0,0,0,1,0,1,0,0.906064942,-0.538596115,-0.389186544,1.598666899,-0.621497935,-1,0,0,0,1,1,1,1,1,0,1,1
105,71,12,Rau et al. (2010),2,1b,2,-0.833274647,0.078736213,0,0,0,1,0,1,0,0.906064942,-0.538596115,-0.389186544,1.598666899,-0.621497935,-1,0,0,1,1,1,1,1,1,0,1,1
106,71,12,Rau et al. (2010),2,1c,2,-0.409005683,0.07383332,0,0,0,1,0,1,0,0.906064942,-0.538596115,-0.389186544,1.598666899,-0.621497935,-1,0,0,1,1,1,1,1,1,0,1,1
107,71,12,Rau et al. (2010),2,1d,2,-0.124436877,0.072421217,0,0,0,1,0,1,0,0.906064942,-0.538596115,-0.389186544,1.598666899,-0.621497935,-1,0,0,1,1,1,1,1,1,0,1,1
108,72,12,Rau et al. (2010),2,2a,2,-0.342100025,0.073168263,0,0,0,1,0,1,0,0.906064942,-0.538596115,-0.389186544,1.598666899,-0.621497935,-1,0,0,0,1,1,1,1,1,0,1,1
109,72,12,Rau et al. (2010),2,2b,2,-0.698258659,0.076577118,0,0,0,1,0,1,0,0.906064942,-0.538596115,-0.389186544,1.598666899,-0.621497935,-1,0,0,1,1,1,1,1,1,0,1,1
110,72,12,Rau et al. (2010),2,2c,2,-0.562178825,0.075097747,0,0,0,1,0,1,0,0.906064942,-0.538596115,-0.389186544,1.598666899,-0.621497935,-1,0,0,1,1,1,1,1,1,0,1,1
111,72,12,Rau et al. (2010),2,2d,2,-0.278450721,0.073031614,0,0,0,1,0,1,0,0.906064942,-0.538596115,-0.389186544,1.598666899,-0.621497935,-1,0,0,1,1,1,1,1,1,0,1,1
112,73,20.57384615,Richland et al. (2005),16,1a,5,-0.151638695,0.065222356,0,0,1,1,0,1,0,0.058058235,-0.466518756,0.294511615,0.005526984,0.918342882,-1,0,0,0,0,1,1,0,1,1,1,1
113,73,20.57384615,Richland et al. (2005),16,1b,5,0.31330433,0.065848734,0,0,1,1,0,1,0,0.058058235,-0.466518756,0.294511615,0.005526984,0.918342882,-1,0,0,1,0,1,1,0,1,1,1,1
114,74,20.57384615,Rohrer & Taylor (2007),37,2,2,1.276190476,0.246802721,0,0,1,1,0,1,0,1.208886117,-0.494584111,1.175932476,0.775629165,-0.416096186,-1,0,0,0,0,1,1,0,1,1,1,1
115,75,18.62,Sana et al. (2017),26,1,2,0.682538694,0.0330813,0,0,1,0,0,1,0,0.093065909,0.057576395,2.049503371,1.191621808,0.783081338,-1,0,0,0,0,1,1,0,1,0,1,1
116,76,18.31,Sana et al. (2017),26,2,2,0.854490757,0.062109805,0,0,1,0,0,1,0,0.093065909,0.057576395,2.049503371,1.191621808,0.783081338,notspaced,0,0,0,0,1,1,0,1,0,0,1
117,77,18.31,Sana et al. (2017),26,3,2,-0.174457616,0.057688203,0,0,1,0,0,1,0,0.093065909,0.057576395,2.049503371,1.191621808,0.783081338,spaced,1,1,1,1,1,1,0,1,1,0,1
118,78,18.94,Sana et al. (2017),26,4,2,0.493622174,0.061685996,0,0,1,0,0,1,0,0.093065909,0.057576395,2.049503371,1.191621808,0.783081338,-1,0,0,0,0,1,1,0,0,0,1,1
119,79,18.94,Sana et al. (2017),26,5,2,0.220945112,0.057041265,0,0,1,0,0,1,1,0.093065909,0.057576395,2.049503371,1.191621808,0.783081338,-1,0,0,0,0,1,1,0,0,0,1,1
120,80,33.58,Sorensen & Woltz (2016),3,1a,4,-0.932630828,0.058047302,0,0,0,0,1,1,1,-2.055313912,-2.424252555,-2.3443085,1.375758821,-0.789567536,-1,0,0,1,1,1,1,0,1,0,1,0
121,80,33.58,Sorensen & Woltz (2016),3,1b,4,-0.600040042,0.054648954,0,0,0,0,1,0,1,-2.055313912,-2.424252555,-2.3443085,1.375758821,-0.789567536,-1,0,0,1,1,1,1,0,1,0,1,0
122,81,37,Verkoeijen & Bouwmeester (2014),12,1,0,0.416025978,0.010760591,0,1,0,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.653574147,-1,0,0,0,1,0,1,0,1,0,1,1
123,82,20.57384615,Wahlheim et al. (2011),25,1a,3,0.197394778,0.039776463,0,1,1,0,0,1,0,0.900073385,0.405153836,-1.370900273,0.920027923,-1.077669146,-1,0,0,0,0,0,1,1,0,1,1,0
124,83,20.57384615,Wahlheim et al. (2011),25,2a,3,0.85537737,0.088053861,0,1,1,0,0,1,1,0.900073385,0.405153836,-1.370900273,0.920027923,-1.077669146,-1,0,0,0,0,0,1,1,0,1,1,0
125,82,20.57384615,Wahlheim et al. (2011),25,1b,3,0.197394778,0.024661456,0,1,1,0,0,0,0,0.900073385,0.405153836,-1.370900273,0.920027923,-1.077669146,-1,0,0,1,0,0,1,1,0,1,1,0
126,83,20.57384615,Wahlheim et al. (2011),25,2b,3,0.789579111,0.044335769,0,1,1,0,0,0,1,0.900073385,0.405153836,-1.370900273,0.920027923,-1.077669146,-1,0,0,1,0,0,1,1,0,1,1,0
127,84,19.5,Wahlheim et al. (2011),25,3a,3,0.31782156,0.024662522,0,1,1,0,0,1,0,0.900073385,0.405153836,-1.370900273,0.920027923,-1.179259101,-1,0,0,0,0,0,1,1,0,0,1,0
128,85,19.5,Wahlheim et al. (2011),25,4a,3,0.183872504,0.022165927,0,1,1,0,0,1,1,0.900073385,0.405153836,-1.370900273,0.920027923,-1.179259101,-1,0,0,0,0,0,1,1,0,0,1,0
129,84,19.5,Wahlheim et al. (2011),25,3b,3,0.37079182,0.025107817,0,1,1,0,0,0,0,0.900073385,0.405153836,-1.370900273,0.920027923,-1.179259101,-1,0,0,1,0,0,1,1,0,0,1,0
130,85,19.5,Wahlheim et al. (2011),25,4b,3,0.255378479,0.022521309,0,1,1,0,0,0,1,0.900073385,0.405153836,-1.370900273,0.920027923,-1.179259101,-1,0,0,1,0,0,1,1,0,0,1,0
135,88,20.57384615,Zulkiply & Burt (2013a),11,1,0,0.643987578,0.062408909,0,1,1,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.653574147,-1,0,0,0,0,0,1,1,1,1,1,1
136,89,20.57384615,Zulkiply & Burt (2013a),11,2,0,0.551989352,0.059367742,0,1,1,1,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.653574147,-1,0,0,0,0,0,1,1,1,1,1,1
137,90,20.57384615,Zulkiply & Burt (2013a),11,3,5,0.421224579,0.055850217,0,1,1,0,0,1,0,-0.569462743,-0.76235621,0.927459574,1.437552018,0.403502684,-1,0,0,0,0,1,1,1,1,1,1,1
138,91,20.57384615,Zulkiply & Burt (2013a),11,4,5,0.192758186,0.051973032,0,1,1,1,0,1,0,-0.569462743,-0.76235621,0.927459574,1.437552018,0.403502684,-1,0,0,0,0,1,1,1,1,1,1,1
139,92,20.57384615,Zulkiply & Burt (2013b),32,1,0,0.815045561,0.104369703,0,0,1,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.653574147,notspaced,0,0,0,0,0,1,0,1,1,0,1
140,93,20.57384615,Zulkiply & Burt (2013b),32,2,0,1.061557779,0.110152273,0,0,1,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.653574147,spaced,1,1,1,1,1,1,0,1,1,0,1
141,94,20.57384615,Zulkiply & Burt (2013b),32,3,1,-0.746207828,0.066336722,0,1,1,0,0,1,0,-1.014825399,-0.714400174,-0.786635817,-1.542087294,0.963698985,-1,0,0,0,0,0,0,0,1,1,1,1
142,95,20.57384615,Zulkiply & Burt (2013b),32,4,1,1.337512661,0.100392353,0,1,1,0,0,1,0,-2.235443583,1.050410965,0.032532326,-1.368100892,1.162691768,-1,0,0,0,0,0,0,0,1,1,1,1
143,96,20.57384615,Zulkiply et al. (2012),23,1,5,1.52,0.058510147,0,1,1,0,0,1,0,-0.569462743,-0.76235621,0.927459574,1.437552018,0.403502684,-1,0,0,0,0,1,1,0,1,1,1,1
144,97,20.57384615,Zulkiply et al. (2012),23,2,5,0.644807777,0.032326458,0,1,1,0,0,1,0,-0.569462743,-0.76235621,0.927459574,1.437552018,0.403502684,-1,0,0,0,0,1,1,0,1,1,1,1
145,98,20.57384615,Zulkiply (2013),6,1,5,0.590321946,0.060578035,0,1,1,0,0,1,0,-0.569462743,-0.76235621,0.927459574,1.437552018,0.403502684,-1,0,0,0,0,1,1,1,1,1,1,1
146,99,20.57384615,Zulkiply (2013),6,2,5,0.227289733,0.052373948,0,1,1,1,0,1,0,-0.569462743,-0.76235621,0.927459574,1.437552018,0.403502684,-1,0,0,0,0,1,1,1,1,1,1,1
147,100,20.57384615,Zulkiply (2015),35,1,0,1.572936381,0.040754175,0,1,1,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.653574147,-1,0,0,0,0,0,1,0,1,1,1,1
148,101,20.57384615,Zulkiply (2015),35,2,0,1.820733812,0.048502061,0,1,1,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.653574147,-1,0,0,0,0,0,1,0,1,1,1,1
149,102,32.50666667,Yan (2014),14,1,0,0.368107415,0.008211303,1,1,0,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.653574147,-1,0,0,0,1,0,1,1,1,1,1,1
150,103,32.50666667,Yan (2014),14,2,0,0.36017316,0.009255774,1,1,0,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.653574147,-1,0,0,0,1,0,1,1,1,1,1,1
151,104,32.50666667,Yan (2014),14,3,0,0.699159664,0.018448204,1,1,0,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.653574147,-1,0,0,0,1,0,1,1,1,1,1,1
152,105,32.50666667,Yan (2014),14,4,0,0.542009569,0.011844989,1,1,0,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.653574147,-1,0,0,0,1,0,1,1,1,1,1,1
153,106,20.57384615,Yan (2014),14,5,0,0.721454871,0.06334979,1,0,1,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.653574147,-1,0,0,0,0,0,1,1,1,1,1,1
154,107,19.9,Yan (2014),14,6,0,0.893544883,0.062612242,1,0,1,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.653574147,-1,0,0,0,0,0,1,1,1,0,1,1
155,108,20.83,Yan (2014),14,7,0,0.7626921,0.04512654,1,0,1,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.653574147,-1,0,0,0,0,0,1,1,1,0,1,1
156,109,20.57384615,Yan (2014),14,8,0,0.944720828,0.018054442,1,1,1,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.653574147,-1,0,0,0,0,0,1,1,1,1,1,1
157,110,12,Rohrer et al. (2014),27,1,2,1.04049896,0.015052748,0,1,0,1,0,1,0,0.666184174,-0.998521729,0.931668298,1.0434012,-0.770033626,-1,1,0,1,1,1,1,0,1,0,1,1
158,111,10.5,Taylor (2008),29,1,2,1.074431705,0.179420663,1,0,0,0,0,1,0,0.897870723,0.536130828,0.202137125,0.751122355,-0.137486614,-1,0,0,0,1,1,1,0,1,0,1,1
161,114,20.57384615,Wright (2017),42,1a,0,0.550449695,0.05093374,1,0,1,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,-1,0,0,0,0,0,1,0,1,1,1,0
162,114,20.57384615,Wright (2017),42,1b,0,0.655984365,0.051729494,1,0,1,0,0,0,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,-1,0,0,1,0,0,1,0,1,1,1,0
163,115,20.57384615,Monteiro et al. (2017),43,1,1,-0.664215527,0.080391224,1,0,1,1,0,1,0,0.914761952,0.385947245,1.506895437,-1.435603267,0.471173008,-1,0,0,0,0,0,0,0,1,1,1,1
164,116,19.9,Yan et al. (2017),44,1,0,0.619086275,0.062310174,0,0,1,0,0,1,0,-0.070234726,0.203663629,-0.177539352,0.146405708,-0.256020226,-1,0,0,0,0,0,1,0,1,0,1,1
165,117,19.9,Yan et al. (2017),44,2,0,0.946717993,0.062700289,0,0,1,0,0,1,0,-0.070234726,0.203663629,-0.177539352,0.146405708,-0.256020226,-1,0,0,0,0,0,1,0,1,0,1,1
171,123,19.75,Eglington & Kang (2017),46,1,1,0.590560479,0.067852656,0,0,1,1,0,1,0,0.629053799,1.19079822,0.430228636,0.022277713,0.411191652,-1,0,0,0,0,0,0,1,1,0,1,1
172,124,18.76,Eglington & Kang (2017),46,2,1,0.605603524,0.068002606,0,0,1,1,0,1,0,0.718610267,1.176998272,0.430229903,-0.078001875,-0.684036098,-1,0,0,0,0,0,0,1,1,0,1,1
173,125,19.08,Eglington & Kang (2017),46,3,1,0.546583042,0.067435918,0,0,1,1,0,1,0,0.868698679,1.23839367,1.060124304,0.160981538,-0.565667584,-1,0,0,0,0,0,0,1,1,0,1,1
174,126,19.9,Eglington & Kang (2017),46,4,1,0.610034713,0.068047495,0,0,1,1,0,1,0,0.882679818,1.196792332,1.133914278,0.123247315,-0.692997084,-1,0,0,0,0,0,0,1,1,0,1,1
175,127,20.57384615,Yan et al. (2016),48,1,0,0.834153132,0.012882598,0,1,1,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,-1,0,0,0,0,0,1,0,1,1,1,1
176,128,32.50666667,Yan et al. (2016),48,2,0,0.298020559,0.019971751,0,1,0,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,-1,0,0,0,1,0,1,0,1,1,1,1
177,129,32.50666667,Yan et al. (2016),48,3,0,0.496621811,0.01237912,0,1,0,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,-1,0,0,0,1,0,1,0,1,1,1,1
178,130,32.50666667,Yan et al. (2016),48,4,0,0.36772631,0.008529173,0,1,0,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,-1,0,0,0,1,0,1,0,1,1,1,1
179,131,32.50666667,Yan et al. (2016),48,5,0,0.426019918,0.009575962,0,1,0,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,-1,0,0,0,1,0,1,0,1,1,1,1
180,132,32.50666667,Yan et al. (2016),48,6,0,0.479858772,0.011721963,0,1,0,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,-1,0,0,0,1,0,1,0,1,1,1,1
181,133,32.50666667,Yan et al. (2016),48,7,0,0.423412545,0.006281311,0,1,0,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,-1,0,0,0,1,0,1,0,1,1,1,1
182,134,20.57384615,Shah et al. (2016),49,1a,3,-0.215036364,0.06752105,0,0,1,0,0,1,0,1.60901541,1.089617785,1.428836025,-0.915308461,1.106967953,-1,0,0,0,0,0,1,1,1,1,1,1
183,134,20.57384615,Shah et al. (2016),49,1b,3,-0.136509584,0.069615506,0,0,1,1,0,1,0,1.60901541,1.089617785,1.428836025,-0.915308461,1.106967953,-1,0,0,0,0,0,1,1,1,1,1,1
184,135,23.09,Guzman-Munoz (2017),50,1a,0,0.825429474,0.058254108,0,1,1,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,-1,0,0,0,0,0,1,0,1,0,1,0
185,135,23.09,Guzman-Munoz (2017),50,1b,0,0.871759626,0.060053391,0,1,1,0,0,0,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,-1,0,0,1,0,0,1,0,1,0,1,0
186,136,21.2,Guzman-Munoz (2017),50,2a,0,0.664781926,0.057464953,0,1,1,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,-1,0,0,0,0,0,1,0,1,0,1,0
187,136,21.2,Guzman-Munoz (2017),50,2b,0,0.534370161,0.053545684,0,1,1,0,0,0,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,-1,0,0,1,0,0,1,0,1,0,1,0
188,137,21.2,Guzman-Munoz (2017),50,3a,0,0.923696993,0.067772442,0,1,1,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,-1,0,0,0,0,0,1,0,1,0,1,0
189,137,21.2,Guzman-Munoz (2017),50,3b,0,1.119632718,0.077806258,0,1,1,0,0,0,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,-1,0,0,1,0,0,1,0,1,0,1,0
190,138,21.2,Guzman-Munoz (2017),50,4a,0,0.923696993,0.067772442,0,1,1,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,-1,0,0,0,0,0,1,0,1,0,1,0
191,138,21.2,Guzman-Munoz (2017),50,4b,0,0.746421812,0.060352348,0,1,1,0,0,0,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,-1,0,0,1,0,0,1,0,1,0,1,0
192,139,21.2,Guzman-Munoz (2017),50,5a,0,0.699770449,0.058661501,0,1,1,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,-1,0,0,0,0,0,1,0,1,0,1,0
193,139,21.2,Guzman-Munoz (2017),50,5b,0,0.839724539,0.064061304,0,1,1,0,0,0,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,-1,0,0,1,0,0,1,0,1,0,1,0
194,140,20.57384615,Guzman-Munoz (2017),50,6a,0,0.604558695,0.03969187,0,1,1,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,notspaced,0,0,0,0,0,1,1,1,1,0,1
195,140,20.57384615,Guzman-Munoz (2017),50,6b,0,0.746807799,0.043064236,0,1,1,1,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,notspaced,0,0,1,0,0,1,1,1,1,0,1
196,141,20.57384615,Guzman-Munoz (2017),50,7a,0,0.640120971,0.040468402,0,1,1,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,notspaced,0,0,0,0,0,1,1,1,1,0,1
197,141,20.57384615,Guzman-Munoz (2017),50,7b,0,0.782370076,0.044018261,0,1,1,1,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,notspaced,0,0,1,0,0,1,1,1,1,0,1
198,142,20.57384615,Guzman-Munoz (2017),50,8a,0,0.18524416,0.036777123,0,1,1,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,spaced,1,1,1,1,1,1,1,1,1,0,1
199,142,20.57384615,Guzman-Munoz (2017),50,8b,0,0.666878977,0.044631666,0,1,1,1,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,spaced,1,1,1,1,1,1,1,1,1,0,1
200,143,20.57384615,Guzman-Munoz (2017),50,9a,0,-0.407537152,0.039298983,0,1,1,0,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,spaced,1,1,1,1,1,1,1,1,1,0,1
201,143,20.57384615,Guzman-Munoz (2017),50,9b,0,0.572572859,0.042394644,0,1,1,1,0,1,0,-0.610527743,0.255397019,-0.124691076,0.04695123,-0.502137953,spaced,1,1,1,1,1,1,1,1,1,0,1
202,144,20.57384615,Carvalho & Goldstone (2017),51,1,1,0,0.010366719,0,1,1,0,0,1,0,0.276416502,0.938005431,-1.282875089,-1.354472722,1.40522614,-1,0,0,0,0,0,0,0,1,1,1,1
203,145,32.50666667,Moors (2013),52,1,1,-0.244444444,0.107057613,1,0,0,0,0,1,0,0.273889582,1.406361843,-0.906257865,-1.045512028,0.253154996,-1,0,0,0,1,0,0,0,1,1,1,1
204,146,32.50666667,Moors (2013),52,2,1,0.11238825,0.106403141,1,0,0,0,0,1,0,-0.258931913,0.372714917,-0.750890127,-1.240157297,0.427224619,-1,0,0,0,1,0,0,0,1,1,1,1
205,147,20.57384615,Patel et al. (2016),53,1a,2,0.425519027,0.057178036,0,0,1,0,0,1,0,0.789866209,0.195991647,-1.074859928,1.485893552,-1.926820195,-1,0,0,0,0,1,1,1,1,1,1,1
206,147,20.57384615,Patel et al. (2016),53,1b,2,0.536626773,0.057941621,0,0,1,0,0,1,0,0.789866209,0.195991647,-1.074859928,1.485893552,-1.926820195,-1,0,0,1,0,1,1,0,1,1,1,1
207,148,20.57384615,Patel et al. (2016),53,2a,2,0.417062056,0.034197478,0,0,1,0,0,1,0,0.789866209,0.195991647,-1.074859928,1.485893552,-1.926820195,-1,0,0,0,0,1,1,1,1,1,1,1
209,150,20.57384615,Phillips (2016),54,1,2,-0.322468798,0.046827739,0,0,1,1,0,1,0,0.71101033,0.001536748,1.181188441,-0.529386675,-0.5578777,-1,0,0,0,0,1,1,1,1,1,1,1
210,151,20.57384615,Phillips (2016),54,2,2,0.617691876,0.047900589,0,0,1,1,0,1,0,0.71101033,0.001536748,1.181188441,-0.529386675,-0.5578777,-1,1,0,1,1,1,1,1,1,1,1,1
217,155,20.57384615,Gane (2006),56,1a,2,0.307871733,0.070384114,1,0,1,0,0,0,0,-0.89991894,-0.623289346,0.987677219,0.8859083,0.253798077,-1,0,0,1,0,1,1,0,1,1,1,0
218,156,20.57384615,Gane (2006),56,2a,2,-0.171529234,0.076713177,1,0,1,0,0,0,0,-0.89991894,-0.623289346,0.987677219,0.8859083,0.253798077,-1,0,0,1,0,1,1,0,1,1,1,0
219,155,20.57384615,Gane (2006),56,1b,2,-0.06801519,0.069579123,1,0,1,0,0,1,0,-0.89991894,-0.623289346,0.987677219,0.8859083,0.253798077,-1,0,0,0,0,1,1,0,1,1,1,0
220,156,20.57384615,Gane (2006),56,2b,2,0.473884522,0.078589564,1,0,1,0,0,1,0,-0.89991894,-0.623289346,0.987677219,0.8859083,0.253798077,-1,0,0,0,0,1,1,0,1,1,1,0
221,155,20.57384615,Gane (2006),56,1c,2,0.149642908,0.069737757,1,0,1,0,0,1,0,-0.89991894,-0.623289346,0.987677219,0.8859083,0.253798077,-1,0,0,1,0,1,1,0,1,1,1,1
222,156,20.57384615,Gane (2006),56,2c,2,0.324668022,0.077443822,1,0,1,0,0,1,0,-0.89991894,-0.623289346,0.987677219,0.8859083,0.253798077,-1,0,0,1,0,1,1,0,1,1,1,1
223,157,12.25,Ziegler & Stern (2016),57,1a,2,1.139279787,0.050353123,0,0,0,1,0,1,0,0.261102428,0.183993684,0.381816496,1.441451744,-2.040121522,-1,0,0,0,1,1,1,1,1,0,1,1
224,158,12.75,Ziegler & Stern (2014),57,1a,2,0.375400202,0.055345884,0,0,0,1,0,1,0,0.261102428,0.183993684,0.381816496,1.441451744,-2.040121522,-1,0,0,0,1,1,1,1,1,0,1,1
225,157,12.25,Ziegler & Stern (2016),57,1b,2,1.006225214,0.048784611,0,0,0,1,0,1,0,0.261102428,0.183993684,0.381816496,1.441451744,-2.040121522,-1,0,0,1,1,1,1,1,1,0,1,1
226,158,12.75,Ziegler & Stern (2014),57,1b,2,0.52695929,0.056295611,0,0,0,1,0,1,0,0.261102428,0.183993684,0.381816496,1.441451744,-2.040121522,-1,0,0,1,1,1,1,1,1,0,1,1
227,157,12.25,Ziegler & Stern (2016),57,1c,2,0.920987127,0.047882018,0,0,0,1,0,1,0,0.261102428,0.183993684,0.381816496,1.441451744,-2.040121522,-1,0,0,1,1,1,1,1,1,0,1,1
228,158,12.75,Ziegler & Stern (2014),57,1c,2,0.379113944,0.061196032,0,0,0,1,0,1,0,0.261102428,0.183993684,0.381816496,1.441451744,-2.040121522,-1,0,0,1,1,1,1,1,1,0,1,1
229,159,12.5,Ziegler & Stern (2014),57,2a,2,0.4475779,0.026385687,0,0,0,1,0,1,0,0.261102428,0.183993684,0.381816496,1.441451744,-2.040121522,-1,0,0,0,1,1,1,1,1,0,1,1
230,159,12.5,Ziegler & Stern (2014),57,2b,2,0.494100334,0.026527924,0,0,0,1,0,1,0,0.261102428,0.183993684,0.381816496,1.441451744,-2.040121522,-1,0,0,1,1,1,1,1,1,0,1,1
231,159,12.5,Ziegler & Stern (2014),57,2c,2,0.745963166,0.02754197,0,0,0,1,0,1,0,0.261102428,0.183993684,0.381816496,1.441451744,-2.040121522,-1,0,0,1,1,1,1,1,1,0,1,1
